year,article_id,figure_name,figure_caption,figure_img
2017,7967660,Fig. 18.,(a) ECG-based personal identification. (b) Car License plate recognition.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/4/8048205/7967660/tsai18ab-2715171-large.gif
2017,7936635,Fig. 1.,"Schematic diagram of HDSS with two components: Pervasive health decision support (PDHS) and PHDS-assisted clinical decision support system (CDSS+). Transition
i
, disease diagnosis modules, and disease-onset records are denoted by
T
i
, DDM, and DOR, respectively.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6687315/8207714/7936635/yin1-2710194-large.gif
2017,7936635,Fig. 2.,"Information framework of Tier-1 PHDS. Disease onset record of disease
i
is denoted as DOR
i
.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6687315/8207714/7936635/yin2-2710194-large.gif
2017,7936635,Fig. 3.,Tier-2 information framework for clinical disease diagnosis with a parallel decision flow of a human physician.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6687315/8207714/7936635/yin3-2710194-large.gif
2017,7936635,Fig. 4.,"The proposed DDM structure for disease
i
supported by the HDSS framework. Disease module for disease
i
at Tier-
j
is denoted by D
i
-T-
j
.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6687315/8207714/7936635/yin4-2710194-large.gif
2017,7936635,Fig. 5.,"The schematic flowchart of an automatic DDM training procedure that derives DMs from a biomedical dataset. The base learner, meta learner, performance matrix, decision maker, and pre-processor are denoted by BL, ML, PM, DM, and PP, respectively. Kappa statistic measures relative improvement over random predictors.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6687315/8207714/7936635/yin5-2710194-large.gif
2017,7936635,Fig. 6.,"Accuracy of the arrhythmia decision maker in the WMS tier using a single classifier, feature filtering (
+
F), ensemble method (
+
E), and both (
+
E
+
F). The 10 bar groups to the left use homogeneous ensemble methods based on AdaBoost, DECORATE, and bagger. The rightmost bar group (marked with
×
) uses a heterogeneous ensemble method based on stacker and voter. N.A.: Not applicable.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6687315/8207714/7936635/yin6-2710194-large.gif
2017,7936635,Fig. 7.,The final arrhythmia DDM. N.E.: Null entry. RF: Random forest. +F: Feature filtering. BAG: Bagging. BN: Bayes network.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6687315/8207714/7936635/yin7-2710194-large.gif
2017,7936635,Fig. 8.,Coverage of HDSS on all the ICD-10-CM disease categories based on the generated DDMs and analysis of related work.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6687315/8207714/7936635/yin8-2710194-large.gif
2017,7936635,Fig. 9.,"Storage changes with (a) increasing training instances, (b) ensemble methods, and (c) feature-filtering technique. MLM abbreviations follow Table 1. Single stands for a base learner and does not employ ensemble methods and feature filtering.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6687315/8207714/7936635/yin9-2710194-large.gif
2017,7944673,Fig. 1.,"The basic idea of our proposed SFDL approach to image set based face recognition, where discriminative features and dictionaries are learned simultaneously to encode the pose, illumination and expression information in face image sets, so that it is more robust to noise. In the training stage, we learn a feature projection matrix
W
and a structured dictionary
D=[
D
1
,
D
2
,⋯,
D
P
]
(one sub-dictionary per class) by using the proposed SFDL method, where
P
is the number of subjects in the training set. Given a testing face image set containing
M
image frames, we first apply the learned feature projection matrix
W
to project each sample into a feature and recognize its label by using the smallest reconstruction error corresponding to the associated sub-dictionary. Lastly, the majority voting strategy is used to classify the whole testing face image set.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/7935144/7944673/lu1-2713940-large.gif
2017,7944673,Algorithm 1,SFDL,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/7935144/7944673/lu11-2713940-large.gif
2017,7944673,Fig. 2.,"The basic idea of our proposed D-SFDL approach to image set based face recognition, where multiple hierarchical non-linear transformations and class-specific dictionaries are simultaneously learned. In the training stage, we learn multiple hierarchical non-linear transformations and class-specific dictionaries by using the proposed D-SFDL method. Given a testing face image set containing
M
image frames, we first apply the learned multiple hierarchical non-linear transformations to project each sample into a feature and recognize its label by using the smallest reconstruction error corresponding to the associated sub-dictionary. Lastly, the majority voting strategy is used to classify the whole testing face image set.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/7935144/7944673/lu2-2713940-large.gif
2017,7944673,Algorithm 2,D-SFDL,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/7935144/7944673/lu12-2713940-large.gif
2017,7944673,Fig. 3.,"Average recognition rate (%) of our (a) SFDL and (b) D-SFDL versus different feature dimension of the learned feature spaces on the YTC dataset, where
Dim1
and
Dim2
denote the feature dimensions of the second and third layers, respectively.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/7935144/7944673/lu3ab-2713940-large.gif
2017,7944673,Fig. 4.,"Average recognition rate (%) of our SFDL versus different values of
λ
1
on the YTC dataset.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/7935144/7944673/lu4-2713940-large.gif
2017,7944673,Fig. 5.,"Average recognition rate (%) of our SFDL versus different values of
λ
2
on the YTC dataset.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/7935144/7944673/lu5-2713940-large.gif
2017,7944673,Fig. 6.,"Average recognition rate (%) of our SFDL versus different values of
η
1
on the YTC dataset.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/7935144/7944673/lu6-2713940-large.gif
2017,7944673,Fig. 7.,"Average recognition rate (%) of our SFDL versus different values of
η
2
on the YTC dataset.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/7935144/7944673/lu7-2713940-large.gif
2017,7944673,Fig. 8.,"Average recognition rate (%) of our SFDL versus different values of
K
p
on the YTC dataset.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/7935144/7944673/lu8-2713940-large.gif
2017,7944673,Fig. 9.,Average recognition rate (%) of our approach versus different number of iterations on the YTC dataset.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/7935144/7944673/lu9-2713940-large.gif
2017,7944673,Fig. 10.,The average recognition rate (%) of different image set based face identification methods on the YTC dataset where different number of image frames are used for evaluation.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/7935144/7944673/lu10-2713940-large.gif
2017,7907197,Fig. 1.,"Two existing ZSL frameworks. Both of them adopt a two-step strategy. Firstly, the test image is transformed into a intermediary (semantic/ distribution) space. Secondly, the final prediction for target classes is generated by considering the relationship between the sample and target classes in the space. (a) Embedding-space based ZSL. (b) Class-similarity based ZSL.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/7922633/7907197/ding1ab-2696747-large.gif
2017,7907197,Fig. 2.,"Overview of the proposed sample-transfer based framework. In the training stage, we compute the transferability of each source sample for each target class via the embedding space or the class similarity. Based on the transferability and diversity, some source samples are selected for each target class and assigned by the corresponding pseudo labels. Then with the transferred samples and pseudo labels, we can train a supervised classifier to perform sample-to-class classification in one step. In the test stage, the classifier takes a target sample as the input and directly outputs the prediction on the target classes.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/7922633/7907197/ding2-2696747-large.gif
2017,7907197,Fig. 3.,Selected highly transferable images for car and dog. We use them with pseudo labels to train a car-dog classifier.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/7922633/7907197/ding3-2696747-large.gif
2017,7907197,Fig. 4.,t-SNE visualization of some samples.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/7922633/7907197/ding4ab-2696747-large.gif
2017,7907197,Algorithm 1,Optimization Algorithm for Eq. (10),https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/7922633/7907197/ding12-2696747-large.gif
2017,7907197,Algorithm 2,Zero-Shot Learning With Transferred Samples,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/7922633/7907197/ding13-2696747-large.gif
2017,7907197,Fig. 5.,Effect of diversity regularization with class embedding as the auxiliary information. (a) CIFAR10. (b) AwA. (c) aPY. (d) CUB.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/7922633/7907197/ding5abcd-2696747-large.gif
2017,7907197,Fig. 6.,Effect of diversity regularization with class similarity as the auxiliary information. (a) CIFAR10. (b) AwA. (c) aPY. (d) CUB.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/7922633/7907197/ding6abcd-2696747-large.gif
2017,7907197,Fig. 7.,Effect of robust SVM with class embedding as the auxiliary information. (a) CIFAR10. (b) AwA. (c) aPY. (d) CUB.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/7922633/7907197/ding7abcd-2696747-large.gif
2017,7907197,Fig. 8.,Effect of robust SVM with class similarity as the auxiliary information. (a) CIFAR10. (b) AwA. (c) aPY. (d) CUB.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/7922633/7907197/ding8abcd-2696747-large.gif
2017,7907197,Fig. 9.,"Effect of
m
s
on STZSL-I. (a) CIFAR10. (b) AwA. (c) aPY. (d) CUB.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/7922633/7907197/ding9abcd-2696747-large.gif
2017,7907197,Fig. 10.,"Effect of
m
t
on STZSL-T. (a) CIFAR10. (b) AwA. (c) aPY. (d) CUB.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/7922633/7907197/ding10abcd-2696747-large.gif
2017,7907197,Fig. 11.,Effect of iterative refinement on STZSL-T. (a) CIFAR10. (b) AwA. (c) aPY. (d) CUB.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/7922633/7907197/ding11abcd-2696747-large.gif
2017,7811252,Fig. 1.,Main functional structure of binocular vision.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/11/7938794/7811252/zhou1-2638620-large.gif
2017,7811252,Fig. 2.,High-level diagram for the proposed metric.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/11/7938794/7811252/zhou2-2638620-large.gif
2017,7811252,Fig. 3.,Binary quantification. (a) Binary quantification of magnitude response. (b) Binary quantification of phase response.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/11/7938794/7811252/zhou3ab-2638620-large.gif
2017,7811252,Fig. 4.,The KNN-based ML processes for blind 3D-IQA without distortion type classifications.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/11/7938794/7811252/zhou4-2638620-large.gif
2017,7811252,Fig. 5.,Performance using different numbers of training 3D images.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/11/7938794/7811252/zhou5-2638620-large.gif
2017,7605450,Fig. 1.,(a) shows the various scenarios in which traffic signs may appear; (b) shows the appearance changes of traffic signs caused by occlusion and illumination.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6979/7956367/7605450/wangg1ab-2614548-large.gif
2017,7605450,Fig. 2.,Overview of the components of our TSR framework.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6979/7956367/7605450/wangg2-2614548-large.gif
2017,7605450,Fig. 3.,"Illustration of 10 feature channels computed during the training of three kinds of traffic signs. They consist of 6 orientation channels, 1 gradient magnitude, and 3 LUV channels.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6979/7956367/7605450/wangg3-2614548-large.gif
2017,7605450,Fig. 4.,"Illustration of false positives examples because of the similar appearance, including triangle, circle, and rectangle shapes. Similar color may also cause false detections.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6979/7956367/7605450/wangg4-2614548-large.gif
2017,7605450,Fig. 5.,(a) Statistical map of the traffic sign distribution. (b) Probability density map obtained by Parzen-window estimation. (c) The density map on y-axis. (c) The density map on x-axis.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6979/7956367/7605450/wangg5abcd-2614548-large.gif
2017,7605450,Fig. 6.,The process of tracking traffic signs using Kalman Filter.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6979/7956367/7605450/wangg6-2614548-large.gif
2017,7605450,Fig. 7.,"Example of traffic sign symmetry calculation. For an input region of interest, rotation invariant features (
F
i
and
F
j
) are first extracted and then normalized (
k
i
and
k
j
) to match their mirrors (
m
i
and
m
j
). After that, the measurement outputs the magnitude of symmetry ranging from 0 to 1.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6979/7956367/7605450/wangg7-2614548-large.gif
2017,7605450,Fig. 8.,"Selection of the parameter
τ
experiment.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6979/7956367/7605450/wangg8-2614548-large.gif
2017,7605450,Fig. 9.,"Comparison between five detection methods, including the Viola-Jones+HOG detector, ACF detector, ACF detection with KF tracking, ACF detection with spatial distribution prior, and ACf detection with prior and KF tracking.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6979/7956367/7605450/wangg9-2614548-large.gif
2017,7605450,Fig. 10.,(a) Detection result of a frame in TS2011. (b) False detected candidates by the ACF detector.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6979/7956367/7605450/wangg10ab-2614548-large.gif
2017,7605450,Fig. 11.,The normalized non-overlapping area distribution of tracking by (a) KF and (b) KF +on-line detector.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6979/7956367/7605450/wangg11ab-2614548-large.gif
2017,7605450,Fig. 12.,"The first row is the tracking only with KF, while the second shows the results of tracking with KF and on-line detection.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6979/7956367/7605450/wangg12-2614548-large.gif
2017,7605450,Fig. 13.,Comparison of classification results under varied fusion frame numbers and fusion strategies.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6979/7956367/7605450/wangg13-2614548-large.gif
2017,7563366,Fig. 1.,"Illustration of DVP and PVP: (a) DVP during intermediate iterations. The perturbed
μ
p
participates in the (15). As a result, the output
f
p
at each iteration is a random variable, and the transmission of
f
p
is differentially private. (b) PVP during intermediate iterations. The perturbed
V
p
is a random variable. As a result, the transmission of
V
p
is differentially private.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/10206/7726079/7563366/zhang1ab-2607691-large.gif
2017,7563366,Fig. 2.,"The final iteration of both DVP and PVP. The perturbed
μ
p
participates in the (15). As a result, the output
f
∗
p
is a random variable, and the final output is differentially private.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/10206/7726079/7563366/zhang2-2607691-large.gif
2017,7563366,Fig. 3.,"Convergence of algorithms, at iteration
t=100
(before the stop time) with different values of
α
p
(t)
. DVP with
ρ=
10
−2.5
and
C
R
=1750
; PVP with
ρ=
10
−1
and
C
R
=146
; Algorithm 1 (non-private) with
ρ=
10
−10
and
C
R
=1750
. (a)
α
p
(t)=0.01
. (b)
α
p
(t)=0.1
. (c)
α
p
(t)=0.5
. (d)
α
p
(t)=1
.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/10206/7726079/7563366/zhang3abcd-2607691-large.gif
2017,7563366,Fig. 4.,"Privacy-accuracy tradeoff.
(a)
-
(b)
: DVP, with
ω
p1
=0.02
,
ω
p2
=6
,
ω
p3
=9
,
ω
p4
=1
(before the stop time);
(c)
-
(d)
PVP with
ω
p1
=0.02
,
ω
p2
=6
,
ω
p3
=9
,
ω
p4
=1
(before the stop time).",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/10206/7726079/7563366/zhang4abcd-2607691-large.gif
2017,7563366,Fig. 5.,"Privacy-accuracy tradeoff. (a): Empirical risk vs.
α
p
of final optimum output. (b): Misclassifications error rate vs.
α
p
of iteration 100.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/10206/7726079/7563366/zhang5ab-2607691-large.gif
2017,7895121,Fig. 1.,"Transmission from massive and sporadic devices to a central BS for MMV scenario, in which each slot considered as SMV format.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/25/8039128/7895121/liang1-2692776-large.gif
2017,7895121,Fig. 2.,The graphical model for SBL.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/25/8039128/7895121/liang2-2692776-large.gif
2017,7895121,Fig. 3.,The graphical model for the GMM with (a) unknown activity factor; (b) known activity factor.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/25/8039128/7895121/liang3-2692776-large.gif
2017,7895121,Fig. 4.,The graphical model for (a) PCSBL; (b) BSBL.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/25/8039128/7895121/liang4-2692776-large.gif
2017,7895121,Fig. 5.,"Comparison of SER for MUD algorithms under
N=32
and
K=20
for BPSK when (a)
p
a
=0.2
; (b)
p
a
=0.4
.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/25/8039128/7895121/liang5-2692776-large.gif
2017,7895121,Fig. 6.,"Comparison of SER for MUD algorithms under
N=128
and
K=100
for BPSK when
p
a
=0.1
.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/25/8039128/7895121/liang6-2692776-large.gif
2017,7895121,Fig. 7.,"Comparison of SER for MUD algorithms under
N=32
and
K=20
for BPSK when (a)
p
a
=0.2
; (b)
p
a
=0.8
.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/25/8039128/7895121/liang7-2692776-large.gif
2017,7895121,Fig. 8.,"Comparison of SER for MUD algorithms under
N=128
and
K=100
for BPSK when (a)
p
a
=0.2
; (b)
p
a
=0.8
.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/25/8039128/7895121/liang8-2692776-large.gif
2017,7895121,Fig. 9.,"Comparison of SER for MUD algorithms under
N=32
and
K=20
for BPSK when SNR
=10
dB.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/25/8039128/7895121/liang9-2692776-large.gif
2017,8016626,Fig. 1.,The proposed joint machine learning and game theory (MLGT) based rate control optimization framework.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/8024124/8016626/kwong1-2745099-large.gif
2017,8016626,Fig. 2.,"CTU-level R-D relationship modeling. (a) PeopleOnStreet, CTUID=16; (b) PeopleOnStreet, CTUID=23; (c) BasketballDrill, CTUID=21; (d) BasketballDrill, CTUID=54.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/8024124/8016626/kwong2abcd-2745099-large.gif
2017,8016626,Fig. 3.,R-D model prediction using the derived thresholds based on scene change measurement DOH. (a) PeopleOnStreet; (b) RaceHorsesC.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/8024124/8016626/kwong3ab-2745099-large.gif
2017,8016626,Algorithm 1,"Iterative Solution Search for Lagrange Multiplier
ξ",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/8024124/8016626/kwong6-2745099-large.gif
2017,8016626,Fig. 4.,Buffer fullness comparisons. (a) PeopleOnStreet (target bitrate: 1400 kbps); (b) BQTerrace (target bitrate: 700 kbps); (c) BasketballDrill (target bitrate: 350 kbps); (d) RaceHorsesC (target bitrate: 350 kbps); (e) BQSquare (target bitrate: 125 kbps); (f) FourPeople (target bitrate: 300 kbps).,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/8024124/8016626/kwong4abcdef-2745099-large.gif
2017,8016626,Fig. 5.,Subjective visual fidelity comparisons. (a) Original frame; (b) HM16.8-RLRC; (c) TIP16-Wang; (d) TIP13-Seo; (e) Proposed MLGT. Exemplary results are listed from top to bottom: PeopleOnStreet (target bitrate: 1800 kbps); Cactus (target bitrate: 900 kbps); PartyScene (target bitrate: 550 kbps); FourPeople (target bitrate: 350 kbps).,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/83/8024124/8016626/kwong5abcde-2745099-large.gif
2017,8085130,FIGURE 1.,H-ELM architecture.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6287639/7859429/8085130/tsao1-2766675-large.gif
2017,8085130,FIGURE 2.,H-ELM-based speech enhancement architecture.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6287639/7859429/8085130/tsao2-2766675-large.gif
2017,8085130,FIGURE 3.,PESQ scores for ELM with different activation functions and numbers of hidden neurons.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6287639/7859429/8085130/tsao3-2766675-large.gif
2017,8085130,FIGURE 4.,"PESQ, SDI, STOI, and SSNRI average scores for ELM and H-ELM configurations.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6287639/7859429/8085130/tsao4-2766675-large.gif
2017,8085130,FIGURE 5.,"Spectrograms of an utterance (a) clean (PESQ = 4.6439), (b) noisy (PESQ = 2.2976), (c) ELM (PESQ = 2.3018), and (d) H-ELM (PESQ = 2.5489) contaminated with babble noise.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6287639/7859429/8085130/tsao5abcd-2766675-large.gif
2017,8085130,FIGURE 6.,"Spectrograms of an utterance (a) clean (PESQ = 4.6439), (b) noisy (PESQ = 2.4433), (c) ELM (PESQ = 2.5258), and (d) H-ELM (PESQ = 2.7345) contaminated with car noise.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6287639/7859429/8085130/tsao6abcd-2766675-large.gif
2017,8085130,FIGURE 7.,"PESQ score for (a) DDAE1, (b) DDAE2, (c) DDAE3, (d) DDAE4, (e) H-ELM1, (f) H-ELM2, (g) H-ELM3 and (h) H-ELM4, using different amounts of training batch samples (TS).",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6287639/7859429/8085130/tsao7abcdefgh-2766675-large.gif
2017,8085130,FIGURE 8.,"STOI score for (a) DDAE1, (b) DDAE2, (c) DDAE3, (d) DDAE4, (e) H-ELM1, (f) H-ELM2, (g) H-ELM3 and (h) H-ELM4, using different amounts of training batch samples (TS).",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/6287639/7859429/8085130/tsao8abcdefgh-2766675-large.gif
2017,7585110,Fig. 1.,"Schematic representation of the leaky integrate and fire model (LIFM) of a spiking neuron. (a) Schematic representation. (b) Showing an input train of spikes (top row), the emitted output spikes (second row), and the membrane potential (from [1]).",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/7879455/7585110/kasab1ab-2612890-large.gif
2017,7585110,Fig. 2.,"Schematic representation of the NeuCube-based methodology for fMRI data mapping, learning, visualization, and classification.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/7879455/7585110/kasab2-2612890-large.gif
2017,7585110,Fig. 3.,"SNR index (on the
y
-axis) of top voxels (on the
x
-axis) extracted from (a) affirmative versus negative sentence fMRI data set and (b) picture versus sentence fMRI data set.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/7879455/7585110/kasab3ab-2612890-large.gif
2017,7585110,Fig. 4.,Example of encoding five voxel time series captured during 8 s (16 brain images) into trains of spikes.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/7879455/7585110/kasab4-2612890-large.gif
2017,7585110,Fig. 5.,"Direct mapping of voxels into an SNNc. The dimensions of the SNNc are defined by the maximum values of
x
,
y
, and
z
voxel coordinates, which in this case study equal to
51×56×8
. In this dimensional space, 5062 voxels are mapped from the STAR/PLUS geometric voxel coordinates of a single person. The selected voxels in Fig. 3 for each case study problem are shown as input variables as circles, along with the ROI (as text in boxes) for (a) affirmative versus negative sentence fMRI data and (b) picture versus sentence fMRI data.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/7879455/7585110/kasab5ab-2612890-large.gif
2017,7585110,Fig. 6.,"Mapping voxels into SNNc using the Talairach brain template. The 5062 voxel data of one subject were first mapped into 1471 Talairach template coordinates according to [1], [33], and [38]. Then, each template coordinate is mapped into a corresponding neuron from an SNNc. The selected top informative voxels in Fig. 3 for each case study problem are used as input variables and shown as circles along with the ROI (as text in boxes) for (a) affirmative versus negative sentence fMRI data and (b) picture versus sentence fMRI data.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/7879455/7585110/kasab6ab-2612890-large.gif
2017,7585110,Fig. 7.,Voxels are mapped into SNNc using Talairach template. (a) Initial connections in an SNNc. (b) Learned connections after STDP unsupervised learning using both affirmative and negative sentence fMRI samples when 20 input voxels selected as in Fig. 3. The dense areas of connectivity evolved in the SNNc can be analyzed to understand the most active functional areas in the brain during these two tasks and how they interact dynamically.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/7879455/7585110/kasab7ab-2612890-large.gif
2017,7585110,Fig. 8.,Voxels are mapped into SNNc using Talairach template. (a) Learned connections in an SNNc when only fMRI samples of affirmative sentences were used. (b) Learned connections in an SNNc when only fMRI samples of negative sentences were used. The initialization is the same as in Fig. 7. The dense areas of connectivity evolved in the SNNc can be analyzed to understand the difference between functional areas in the brain during each of the two tasks as dynamic interaction.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/7879455/7585110/kasab8ab-2612890-large.gif
2017,7585110,Fig. 9.,Voxels are mapped into SNNc using Talairach template. Clustering of neurons in an SNNc after unsupervised training for (a) affirmative sentence data and (b) negative sentence data. The size of a cluster indicates the importance of the input feature/voxel at the center of the cluster. This can be used for feature/voxel selection and marker identification for further studies.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/7879455/7585110/kasab9ab-2612890-large.gif
2017,7585110,Fig. 10.,Voxels are mapped into SNNc using Talairach template. (a) Connectivity of an SNNc trained on fMRI data related to seeing a picture. (b) Connectivity of an SNNc trained on fMRI data related to reading a sentence. (c) 2-D projection of the connectivity of the SNNc from Fig. 10(a). (d) 2-D projection of the SNNc from Fig. 10(b). The dense areas of connectivity evolved in the SNNc can be analyzed to understand the difference between functional areas in the brain during each of the two tasks as dynamic interaction.,https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/7879455/7585110/kasab10abcd-2612890-large.gif
2017,7585110,Fig. 11.,"Voxels are directly mapped into an SNNc model. Initial (A) and final (B) connectivity of an SNNc after training with four different data sets, related correspondingly to affirmative sentence, negative sentence, seeing a picture, and reading a sentence. The final connectivity is also shown as a 2-D projection (C). Positive connections are shown in blue and negative connections are shown in red.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/7879455/7585110/kasab11abc-2612890-large.gif
2017,7585110,Fig. 12.,"Voxels are directly mapped into an SNNc model. Clustering of the neurons in a trained SNNc with (a) affirmative sentence data and (b) negative sentence data, along with their corresponding 2-D projections shown in (c) and (d), correspondingly. The size of clusters indicates the importance of the feature voxel for the task and can be used for feature/voxel selection for further studies.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/7879455/7585110/kasab12abcd-2612890-large.gif
2017,7585110,Fig. 13.,"Voxels are directly mapped into an SNNc model. Clustering of the neurons in a trained SNNc with (a) fMRI data related to seeing a picture and (b) fMRI data related to reading a sentence, along with their 2-D projections shown in (c) and (d), correspondingly. The size of the clusters indicates the importance of the features (voxels) for the task and can be used for feature/voxel selection for further studies.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/7879455/7585110/kasab13abcd-2612890-large.gif
2017,7335648,Fig. 1.,"RBF network structure of QAGKRL. The Gaussian kernel centers are the quantized input vectors, and the coefficient
a
k,j
is the global error-based expansive function,
g(δ)
, scaled by the learning rate,
η
. QAGKRL adopts the softmax policy as the action selection rule.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/7879455/7335648/wang1-2493079-large.gif
2017,7335648,Fig. 2.,"Obstacle avoidance task. (a) Rhesus monkey sat in a primate chair, using its right hand to control a joystick projected as a computer cursor on a monitor. (b) Cursor appeared randomly in one of the four blue circles labeled as 1/2/3/4, the target (big yellow circle) displayed randomly in other three potential positions, then an obstacle (a green bar), lay in the middle of the cursor and the target. In this trial, the monkey should hold the cursor limited in a red square in position 3 for a certain time period of delay, move to avoid the obstacle to reach the target 4.",https://ieeexplore.ieee.org/mediastore_new/IEEE/content/media/5962385/7879455/7335648/wang2ab-2493079-large.gif
